"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments"
"1191788","occ","","","132381","Carcharias acutissimus","species","64190","species not entered","Carcharias","genus","64190","Bartonian","","41.3","38","49920","33.133331","49.083332","UA","Kirovograd","","stated in text","minutes","",""
"1192383","occ","","","154111","Procarcharodon megalodon","species","280904","recombined as","Carcharocles megalodon","species","80603","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192384","occ","","","154111","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192385","occ","","","154111","Isurus oxyrhinchus","species","83168","","Isurus oxyrhinchus","species","83168","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192386","occ","","","154111","Isurus benedeni","species","34613","species not entered","Isurus","genus","34613","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192387","occ","","","154111","Odontaspis taurus","species","97239","recombined as","Carcharias taurus","species","83130","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192389","occ","","","154111","Galeocerdo cuvier","species","83185","","Galeocerdo cuvier","species","83185","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192390","occ","","","154111","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192391","occ","","","154111","Paragaleus sp.","genus","34654","","Paragaleus","genus","34654","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192392","occ","","","154111","Negaprion brevirostris","species","288152","","Negaprion brevirostris","species","288152","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192393","occ","","","154111","Carcharhinus egertoni","species","246012","","Carcharhinus egertoni","species","246012","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192394","occ","","","154111","Carcharhinus priscus","species","280327","","Carcharhinus priscus","species","280327","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192395","occ","","","154111","Sphyrna zygaena","species","83212","","Sphyrna zygaena","species","83211","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192396","occ","","","154111","Pristis sp.","genus","34700","","Pristis","genus","34700","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192397","occ","","","154111","Myliobatis sp.","genus","34741","","Myliobatis","genus","34741","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192398","occ","","","154111","Pteromylaeus bovina","species","83121","species not entered","Pteromylaeus","genus","83121","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192399","occ","","","154111","Rhinoptera brasiliensis","species","34745","species not entered","Rhinoptera","genus","34745","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192400","occ","","","154111","Aetobatus sp.","genus","34721","","Aetobatus","genus","34721","Pliocene","","5.333","2.588","49963","13.300000","-8.750000","AO","","","based on nearby landmark","minutes","outcrop","5Km NE from Luanda"
"1192406","occ","","","154112","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Pliocene","","5.333","2.588","49081","145.050003","-37.983334","AU","Victoria","","stated in text","seconds","local area","Coastal exposures located east of Rickett’s Point on the west shore of Beaumaris Bay, north-east\r\nshore of Port Phillip Bay (37°59'S, 145°03'E)."
"1192408","occ","","","154113","Megaselachus megalodon","species","280905","recombined as","Carcharocles megalodon","species","80603","Zanclean","","5.333","3.6","49965","-25.136110","37.001110","PT","Azores","Santa Maria Island","stated in text","seconds","outcrop",""
"1192409","occ","","","154114","Hexanchus griseus","species","34526","species not entered","Hexanchus","genus","34526","Middle Miocene","Early Pliocene","15.97","3.6","49966","-70.833336","-27.133333","CL","Antwerpen","","","minutes","","about 7km south of the town of Caldera"
"1192410","occ","","","154114","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Middle Miocene","Early Pliocene","15.97","3.6","49966","-70.833336","-27.133333","CL","Antwerpen","","","minutes","","about 7km south of the town of Caldera"
"1192411","occ","","","154114","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","Early Pliocene","15.97","3.6","49966","-70.833336","-27.133333","CL","Antwerpen","","","minutes","","about 7km south of the town of Caldera"
"1192412","occ","","","154114","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Middle Miocene","Early Pliocene","15.97","3.6","49966","-70.833336","-27.133333","CL","Antwerpen","","","minutes","","about 7km south of the town of Caldera"
"1192413","occ","","","154114","Galeorhinus galeus","species","223924","","Galeorhinus galeus","species","223923","Middle Miocene","Early Pliocene","15.97","3.6","49966","-70.833336","-27.133333","CL","Antwerpen","","","minutes","","about 7km south of the town of Caldera"
"1192414","occ","","","154114","Rajidae indet.","family","80575","","Rajidae","family","80575","Middle Miocene","Early Pliocene","15.97","3.6","49966","-70.833336","-27.133333","CL","Antwerpen","","","minutes","","about 7km south of the town of Caldera"
"1192430","occ","","","154115","Myliobatis sp.","genus","34741","","Myliobatis","genus","34741","Late Pliocene","","3.6","2.588","49967","-116.941666","32.496387","MX","Baja California","Tijuana","","seconds","",""
"1192431","occ","","","154115","Isurus plana","species","34613","species not entered","Isurus","genus","34613","Late Pliocene","","3.6","2.588","49967","-116.941666","32.496387","MX","Baja California","Tijuana","","seconds","",""
"1192436","occ","","","154115","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Late Pliocene","","3.6","2.588","49967","-116.941666","32.496387","MX","Baja California","Tijuana","","seconds","",""
"1192440","occ","","","154115","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Late Pliocene","","3.6","2.588","49967","-116.941666","32.496387","MX","Baja California","Tijuana","","seconds","",""
"1192467","occ","","","154117","Hexanchus griseus","species","34526","species not entered","Hexanchus","genus","34526","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192468","occ","","","154117","Notorhynchus sp.","genus","34529","","Notorhynchus","genus","34529","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192469","occ","","","154117","Heterodontus sp.","genus","34572","","Heterodontus","genus","34572","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192470","occ","","","154117","Squalus sp.","genus","34562","","Squalus","genus","34562","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192471","occ","","","154117","Odontaspis acutissima","species","97237","","Odontaspis acutissima","species","97229","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192472","occ","","","154117","Isurus benedeni","species","34613","species not entered","Isurus","genus","34613","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192473","occ","","","154117","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192474","occ","","","154117","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192475","occ","","","154117","Carcharodon sulcidens","species","202667","","Carcharodon sulcidens","species","202667","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192476","occ","","","154117","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192477","occ","","","154117","Cetorhinus sp.","genus","34606","","Cetorhinus","genus","34606","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192478","occ","","","154117","Rhizoprionodon longurio","species","34662","species not entered","Rhizoprionodon","genus","34662","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192479","occ","","","154117","Sphyrna zygaena","species","83212","","Sphyrna zygaena","species","83211","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192480","occ","","","154117","Sphyrna lewini","species","83209","","Sphyrna lewini","species","83208","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192481","occ","","","154117","Sphyrna (Tiburo) vespertina","species","34664","species not entered","Sphyrna","genus","34664","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192482","occ","","","154117","Sphyrna media","species","83210","","Sphyrna media","species","83210","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192483","occ","","","154117","Sphyrna mokarran","species","34664","species not entered","Sphyrna","genus","34664","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192484","occ","","","154117","Prionace glauca","species","34658","species not entered","Prionace","genus","34658","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192485","occ","","","154117","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192486","occ","","","154117","Galeocerdo rosaliaensis","species","34643","species not entered","Galeocerdo","genus","34643","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192487","occ","","","154117","Carcharhinus leucas","species","83190","","Carcharhinus leucas","species","83189","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192488","occ","","","154117","Carcharhinus obscurus","species","83194","","Carcharhinus obscurus","species","83193","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192489","occ","","","154117","Carcharhinus brachylurus","species","34640","species not entered","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192490","occ","","","154117","Carcharhinus falciformis","species","83188","","Carcharhinus falciformis","species","83187","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192491","occ","","","154117","Carcharhinus galapagensis","species","34640","species not entered","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192492","occ","","","154117","Carcharhinus albimarginatus","species","34640","species not entered","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192493","occ","","","154117","Carcharhinus velox","species","34640","species not entered","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192494","occ","","","154117","Carcharhinus limbatus","species","34640","species not entered","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192495","occ","","","154117","Carcharhinus altimus","species","34640","species not entered","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","49968","-112.291389","27.368055","MX","Baja","Santa Rosalia","estimated from map","seconds","outcrop","5 km North of the town of Santa Rosalia"
"1192496","occ","","","154118","Carcharhinus obscurus","species","83194","","Carcharhinus obscurus","species","83193","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192497","occ","","","154118","Carcharhinus leucas","species","83190","","Carcharhinus leucas","species","83189","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192498","occ","","","154118","Carcharhinus brachyurus","species","34640","species not entered","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192499","occ","","","154118","Carcharhinus altimus","species","34640","species not entered","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192500","occ","","","154118","Carcharhinus albimarginatus","species","34640","species not entered","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192501","occ","","","154118","Carcharhinus velox","species","34640","species not entered","Carcharhinus","genus","34640","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192502","occ","","","154118","Galeocerdo rosaliensis","species","34643","species not entered","Galeocerdo","genus","34643","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192503","occ","","","154118","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192504","occ","","","154118","Carcharodon sulcidens","species","202667","","Carcharodon sulcidens","species","202667","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192505","occ","","","154118","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192506","occ","","","154118","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192507","occ","","","154118","Ginglymostoma sp.","genus","34584","","Ginglymostoma","genus","34584","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192508","occ","","","154118","Dalatiidae indet.","family","89227","","Dalatiidae","family","89227","Pliocene","","5.333","2.588","49969","-109.616669","23.166668","MX","Baja California Sur","San Jose del Cabo","stated in text","minutes","",""
"1192820","occ","","","154138","Heterodontus falcifer","species","34572","species not entered","Heterodontus","genus","34572","Late Kimmeridgian","","155.7","150.8","49972","8.866667","48.116669","DE","Baden-Württemberg","","estimated from map","minutes","outcrop",""
"1192821","occ","","","154138","Notidanoides muensteri","species","86134","species not entered","Notidanoides","genus","86134","Late Kimmeridgian","","155.7","150.8","49972","8.866667","48.116669","DE","Baden-Württemberg","","estimated from map","minutes","outcrop",""
"1192822","occ","","","154138","Notidanoides serratus","species","86134","species not entered","Notidanoides","genus","86134","Late Kimmeridgian","","155.7","150.8","49972","8.866667","48.116669","DE","Baden-Württemberg","","estimated from map","minutes","outcrop",""
"1192823","occ","","","154138","Palaeoscyllium sp.","genus","34590","","Palaeoscyllium","genus","34590","Late Kimmeridgian","","155.7","150.8","49972","8.866667","48.116669","DE","Baden-Württemberg","","estimated from map","minutes","outcrop",""
"1192825","occ","","","154138","Pseudorhina acanthoderma","species","280559","species not entered","Pseudorhina","genus","280559","Late Kimmeridgian","","155.7","150.8","49972","8.866667","48.116669","DE","Baden-Württemberg","","estimated from map","minutes","outcrop",""
"1193249","occ","","","154209","Carcharias acutissima","species","97236","","Carcharias acutissima","species","97236","Late Miocene","","11.608","5.333","49965","-25.035278","36.929169","PT","Azores","Santa Maria Island","stated in text","seconds","outcrop","Southeast Santa Maria, 3.5 km to the west of Ponta do Castelo"
"1193252","occ","","","154210","Carcharhinus cf. leucas","species","83190","","Carcharhinus leucas","species","83189","Messinian","","7.246","5.333","49965","-25.024721","36.930000","PT","Azores","Santa Maria Island","stated in text","seconds","outcrop","Pedra-que-pica” is located on the south-eastern corner of Santa Maria, about 0.76 km west of the lighthouse on Ponta do Castelo"
"1193278","occ","","","154222","Selachii indet.","unranked clade","127070","","Selachii","unranked clade","80574","Oligocene","","33.9","23.03","43783","17.616667","28.500000","LY","","","stated in text","minutes","small collection",""
"1194169","occ","","","154318","Odontaspis sp.","genus","34620","","Odontaspis","genus","34620","Langhian","Serravallian","15.97","11.62","50157","-1.685000","48.151669","FR","","","estimated from map","seconds","",""
"1194170","occ","","","154318","Aetobatis sp.","genus","83329","obsolete variant of","Aetobatus","genus","34721","Langhian","Serravallian","15.97","11.62","50157","-1.685000","48.151669","FR","","","estimated from map","seconds","",""
"1194171","occ","","","154318","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Langhian","Serravallian","15.97","11.62","50157","-1.685000","48.151669","FR","","","estimated from map","seconds","",""
"1194172","occ","","","154318","Isurus sp.","genus","34613","","Isurus","genus","34613","Langhian","Serravallian","15.97","11.62","50157","-1.685000","48.151669","FR","","","estimated from map","seconds","",""
"1194175","occ","","","154319","Odontaspis sp.","genus","34620","","Odontaspis","genus","34620","Langhian","Serravallian","15.97","11.62","50157","-2.024722","48.338890","FR","","","estimated from map","seconds","",""
"1194176","occ","","","154319","Galeocerdo sp.","genus","34643","","Galeocerdo","genus","34643","Langhian","Serravallian","15.97","11.62","50157","-2.024722","48.338890","FR","","","estimated from map","seconds","",""
"1194178","occ","","","154319","Aetobatis sp.","genus","83329","obsolete variant of","Aetobatus","genus","34721","Langhian","Serravallian","15.97","11.62","50157","-2.024722","48.338890","FR","","","estimated from map","seconds","",""
"1194181","occ","","","154319","Carcharhinus sp.","genus","34640","","Carcharhinus","genus","34640","Langhian","Serravallian","15.97","11.62","50157","-2.024722","48.338890","FR","","","estimated from map","seconds","",""
"1194182","occ","","","154319","Hemipristis sp.","genus","34646","","Hemipristis","genus","34646","Langhian","Serravallian","15.97","11.62","50157","-2.024722","48.338890","FR","","","estimated from map","seconds","",""
"1194184","occ","","","154321","Isurus sp.","genus","34613","","Isurus","genus","34613","Langhian","Serravallian","15.97","11.62","50157","-1.719406","48.065636","FR","","","estimated from map","6","",""
"1194185","occ","","","154321","Odontaspis sp.","genus","34620","","Odontaspis","genus","34620","Langhian","Serravallian","15.97","11.62","50157","-1.719406","48.065636","FR","","","estimated from map","6","",""
"1194189","occ","","","35441","Aetobatis sp.","genus","83329","obsolete variant of","Aetobatus","genus","34721","Langhian","","15.97","13.82","50157","0.320000","47.450001","FR","Region Centre","Departement Indre-et-Loire","based on nearby landmark","2","outcrop",""
"1194190","occ","","","35441","Procarcharodon sp.","genus","100434","subjective synonym of","Carcharodon","genus","34605","Langhian","","15.97","13.82","50157","0.320000","47.450001","FR","Region Centre","Departement Indre-et-Loire","based on nearby landmark","2","outcrop",""
"1194191","occ","","","35441","Isurus sp.","genus","34613","","Isurus","genus","34613","Langhian","","15.97","13.82","50157","0.320000","47.450001","FR","Region Centre","Departement Indre-et-Loire","based on nearby landmark","2","outcrop",""
"1195557","occ","","","154642","Carcharodon hastalis","species","265174","","Carcharodon hastalis","species","80595","Tortonian","Messinian","11.62","5.333","50270","-70.794998","-27.042221","CL","","","stated in text","seconds","local area","From 2010 to 2012, road expansion along the Pan-American Highway in Atacama Region of Chile (figure 1) opened a 20  250 m quarry at a site, called Cerro Ballena (27802031.5100 S, 70847042.1800 W)"
"1195721","occ","","","152083","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Miocene","","23.03","15.97","50281","-71.849998","-42.333332","AR","Chubut","","stated in text","minutes","outcrop","Marine rocks with a rich -albeit rather poorly preserved- fauna of invertebrates and rare remains of marine vertebrate fossils crop out approximately 30 km south of the town of Lago Puelo (Chubut Province, Argentina; Fig. 1)."
"1197488","occ","","","22712","Carcharhinus brevipinna","species","34640","species not entered","Carcharhinus","genus","34640","Piacenzian","","3.6","2.588","50409","-82.514702","27.336000","US","Florida","Sarasota","estimated from map","4","",""
"1197489","occ","","","22712","Carcharhinus limbatus","species","34640","species not entered","Carcharhinus","genus","34640","Piacenzian","","3.6","2.588","50409","-82.514702","27.336000","US","Florida","Sarasota","estimated from map","4","",""
"1197490","occ","","","22712","Negaprion brevirostris","species","288152","","Negaprion brevirostris","species","288152","Piacenzian","","3.6","2.588","50409","-82.514702","27.336000","US","Florida","Sarasota","estimated from map","4","",""
"1197491","occ","","","22712","Rhinoptera bonasus","species","34745","species not entered","Rhinoptera","genus","34745","Piacenzian","","3.6","2.588","50409","-82.514702","27.336000","US","Florida","Sarasota","estimated from map","4","",""
"1199077","occ","","","121968","Otodus sokolovi","species","34621","species not entered","Otodus","genus","34621","Lutetian","","47.8","41.3","50541","7.220556","52.590832","DE","","","estimated from map","seconds","","Dalum, near Furstenau"
"1200026","occ","","","155229","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Neogene","","23.03","2.588","50616","-118.333336","33.792221","US","California","Los Angeles","estimated from map","seconds","","Torrance and Lomita, suburbs of Los Angeles, between the city and the ocean."
"1200116","occ","","","155253","Carcharias cf. taurus","species","83130","","Carcharias taurus","species","83130","Burdigalian","","20.44","15.97","50623","3.057778","39.920834","ES","Mallorca","Pollença","estimated from map","seconds","small collection","West coast beach of Cala Barques in Cala Sant Vicenç, in the municipality of \r\nPollensa Mallorca, a specific area of cliffs known as the Pou de l’Olm (Mascaro, 1987)."
"1200117","occ","","","155253","Isurus cf. oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Burdigalian","","20.44","15.97","50623","3.057778","39.920834","ES","Mallorca","Pollença","estimated from map","seconds","small collection","West coast beach of Cala Barques in Cala Sant Vicenç, in the municipality of \r\nPollensa Mallorca, a specific area of cliffs known as the Pou de l’Olm (Mascaro, 1987)."
"1200118","occ","","","155253","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Burdigalian","","20.44","15.97","50623","3.057778","39.920834","ES","Mallorca","Pollença","estimated from map","seconds","small collection","West coast beach of Cala Barques in Cala Sant Vicenç, in the municipality of \r\nPollensa Mallorca, a specific area of cliffs known as the Pou de l’Olm (Mascaro, 1987)."
"1200119","occ","","","155253","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Burdigalian","","20.44","15.97","50623","3.057778","39.920834","ES","Mallorca","Pollença","estimated from map","seconds","small collection","West coast beach of Cala Barques in Cala Sant Vicenç, in the municipality of \r\nPollensa Mallorca, a specific area of cliffs known as the Pou de l’Olm (Mascaro, 1987)."
"1200120","occ","","","155253","Carcharhinus spp.","genus","34640","","Carcharhinus","genus","34640","Burdigalian","","20.44","15.97","50623","3.057778","39.920834","ES","Mallorca","Pollença","estimated from map","seconds","small collection","West coast beach of Cala Barques in Cala Sant Vicenç, in the municipality of \r\nPollensa Mallorca, a specific area of cliffs known as the Pou de l’Olm (Mascaro, 1987)."
"1200121","occ","","","155253","Galeocerdo aduncus","species","95928","","Galeocerdo aduncus","species","95928","Burdigalian","","20.44","15.97","50623","3.057778","39.920834","ES","Mallorca","Pollença","estimated from map","seconds","small collection","West coast beach of Cala Barques in Cala Sant Vicenç, in the municipality of \r\nPollensa Mallorca, a specific area of cliffs known as the Pou de l’Olm (Mascaro, 1987)."
"1200122","occ","","","155253","Pristis cf. aquitanus","species","34700","species not entered","Pristis","genus","34700","Burdigalian","","20.44","15.97","50623","3.057778","39.920834","ES","Mallorca","Pollença","estimated from map","seconds","small collection","West coast beach of Cala Barques in Cala Sant Vicenç, in the municipality of \r\nPollensa Mallorca, a specific area of cliffs known as the Pou de l’Olm (Mascaro, 1987)."
"1200495","occ","","","155343","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Waiauan","","12.7","11.608","48465","172.883713","-43.098690","NZ","","","unpublished field data","5","","Based on NPC Database"
"1200496","occ","","","155341","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Late Miocene","","11.608","5.333","48465","177.745560","-38.523609","NZ","Gisborne","","unpublished field data","seconds","","Based on NPC Database"
"1203586","occ","","","155752","Ginglymostomatidae indet.","family","83128","","Ginglymostomatidae","family","83128","Rupelian","","33.9","28.1","48846","-67.004997","18.338329","US","Puerto Rico","","based on nearby landmark","5","","West bank of Rio Guatemala, about 170 m southwest (and about 75 m northeast) of junction between roads 446 and Camino Sector Lechuza, San Sebastian, Puerto Rico"
"1204809","occ","","","13309","Lamnidae indet.","family","80587","","Lamnidae","family","80587","Late Maastrichtian","","70.6","66","6052","-73.116669","-36.716667","CL","Concepcíon","","based on nearby landmark","minutes","small collection","""in the west end of San Vicente Bay, southwest of Talcahuano"" (Chiappe 1991) or ""Cliff at west end of Bahía San Vicente, on the southern point of Península Tumbes"" (Olson 1992)"
"1206675","occ","","","156514","Carcharocles megalodon","species","202672","","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","43760","-71.363823","11.858300","CO","La Guajira","","unpublished field data","5","small collection","SPECIFIC LOCATION: Kaitamana, La Guajira, Colombia. LAT/LONG: estimated based on GPS data collected by author."
